Image_number,URL,PMID,Pathophysiological_Process,Anatomy,Cell,Subject,Predicate,Object,Source,Subject_Object,Normalized_Subject_Object,Category_BERT_Keywords
image_28,https://www.mdpi.com/ijms/ijms-22-04081/article_deploy/html/images/ijms-22-04081-g002.png,33920904,Missing,Missing,Missing,COVID-19,increases,dizziness,CBM,COVID-19 dizziness,covid 19 dizziness,Systemic Cross-Organ Effects
image_29,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1038%2Fs41398-022-01985-z/MediaObjects/41398_2022_1985_Fig1_HTML.png,35668063,COVID-19,Missing,Missing,COVID-19,increases,maternal immune activation,CBM,COVID-19 maternal immune activation,covid 19 maternal immune activation,Systemic Cross-Organ Effects
image_29,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1038%2Fs41398-022-01985-z/MediaObjects/41398_2022_1985_Fig1_HTML.png,35668063,COVID-19,Missing,Missing,COVID-19,increases,"Stress, Psychological",CBM,"COVID-19 Stress, Psychological","covid 19 stress, psychological",Psychological and Neurological Symptoms
image_29,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1038%2Fs41398-022-01985-z/MediaObjects/41398_2022_1985_Fig1_HTML.png,35668063,COVID-19,Missing,Missing,COVID-19,increases,anxiety,CBM,COVID-19 anxiety,covid 19 anxiety,Systemic Cross-Organ Effects
image_29,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1038%2Fs41398-022-01985-z/MediaObjects/41398_2022_1985_Fig1_HTML.png,35668063,COVID-19,Missing,Missing,COVID-19,increases,depression,CBM,COVID-19 depression,covid 19 depression,Systemic Cross-Organ Effects
image_29,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1038%2Fs41398-022-01985-z/MediaObjects/41398_2022_1985_Fig1_HTML.png,35668063,COVID-19,Uterus,Missing,maternal immune activation,increases,inflammatory cytokine crossing placenta barrier,CBM,maternal immune activation inflammatory cytokine crossing placenta barrier,maternal immune activation inflammatory cytokine crossing placenta barrier,Uncategorized
image_29,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1038%2Fs41398-022-01985-z/MediaObjects/41398_2022_1985_Fig1_HTML.png,35668063,COVID-19,Uterus,Missing,maternal immune activation,increases,IgG crossing placenta barrier,CBM,maternal immune activation IgG crossing placenta barrier,maternal immune activation igg crossing placenta barrier,Immune and Inflammatory Response
image_29,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1038%2Fs41398-022-01985-z/MediaObjects/41398_2022_1985_Fig1_HTML.png,35668063,COVID-19,Fetal Brain,Missing,inflammatory cytokine,increases,demyelination,CBM,inflammatory cytokine demyelination,inflammatory cytokine demyelination,Immune and Inflammatory Response
image_29,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1038%2Fs41398-022-01985-z/MediaObjects/41398_2022_1985_Fig1_HTML.png,35668063,COVID-19,Fetal Brain,Missing,inflammatory cytokine,increases,astrocytosis,CBM,inflammatory cytokine astrocytosis,inflammatory cytokine astrocytosis,Neurodegenerative Mechanisms
image_29,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1038%2Fs41398-022-01985-z/MediaObjects/41398_2022_1985_Fig1_HTML.png,35668063,COVID-19,Fetal Brain,Missing,inflammatory cytokine,increases,microgliosis,CBM,inflammatory cytokine microgliosis,inflammatory cytokine microgliosis,Immune and Inflammatory Response
image_29,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1038%2Fs41398-022-01985-z/MediaObjects/41398_2022_1985_Fig1_HTML.png,35668063,COVID-19,Fetal Brain,Missing,inflammatory cytokine,decreases,maintenance of blood-brain barrier,CBM,inflammatory cytokine maintenance of blood-brain barrier,inflammatory cytokine maintenance of blood brain barrier,Viral Entry and Neuroinvasion
image_29,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1038%2Fs41398-022-01985-z/MediaObjects/41398_2022_1985_Fig1_HTML.png,35668063,COVID-19,Fetal Brain,Missing,increased IgG level,increases,demyelination,CBM,increased IgG level demyelination,increased igg level demyelination,Neurodegenerative Mechanisms
image_29,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1038%2Fs41398-022-01985-z/MediaObjects/41398_2022_1985_Fig1_HTML.png,35668063,COVID-19,Fetal Brain,Missing,increased IgG level,increases,astrocytosis,CBM,increased IgG level astrocytosis,increased igg level astrocytosis,Systemic Cross-Organ Effects
image_29,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1038%2Fs41398-022-01985-z/MediaObjects/41398_2022_1985_Fig1_HTML.png,35668063,COVID-19,Fetal Brain,Missing,increased IgG level,increases,microgliosis,CBM,increased IgG level microgliosis,increased igg level microgliosis,Systemic Cross-Organ Effects
image_29,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1038%2Fs41398-022-01985-z/MediaObjects/41398_2022_1985_Fig1_HTML.png,35668063,COVID-19,Fetal Brain,Missing,increased IgG level,decreases,maintenance of blood-brain barrier,CBM,increased IgG level maintenance of blood-brain barrier,increased igg level maintenance of blood brain barrier,Viral Entry and Neuroinvasion
image_30,https://www.frontiersin.org/files/Articles/577780/fnins-14-577780-HTML/image_m/fnins-14-577780-g001.jpg,33117121,COVID-19,Brain,Missing,minocycline,decreases,SARS-CoV2 crossing blood brain barrier,CBM,minocycline SARS-CoV2 crossing blood brain barrier,minocycline sars cov2 crossing blood brain barrier,Systemic Cross-Organ Effects
image_30,https://www.frontiersin.org/files/Articles/577780/fnins-14-577780-HTML/image_m/fnins-14-577780-g001.jpg,33117121,COVID-19,Brain,Missing,minocycline,decreases,Cytokines,CBM,minocycline Cytokines,minocycline cytokines,Immune and Inflammatory Response
image_30,https://www.frontiersin.org/files/Articles/577780/fnins-14-577780-HTML/image_m/fnins-14-577780-g001.jpg,33117121,COVID-19,Brain,Missing,minocycline,decreases,Chemokines,CBM,minocycline Chemokines,minocycline chemokines,Immune and Inflammatory Response
image_30,https://www.frontiersin.org/files/Articles/577780/fnins-14-577780-HTML/image_m/fnins-14-577780-g001.jpg,33117121,COVID-19,Brain,Missing,minocycline,decreases,microglial cell activation,CBM,minocycline microglial cell activation,minocycline microglial cell activation,Immune and Inflammatory Response
image_30,https://www.frontiersin.org/files/Articles/577780/fnins-14-577780-HTML/image_m/fnins-14-577780-g001.jpg,33117121,COVID-19,Brain,Missing,COVID-19,increases,impaired blood-brain barrier function,CBM,COVID-19 impaired blood-brain barrier function,covid 19 impaired blood brain barrier function,Viral Entry and Neuroinvasion
image_30,https://www.frontiersin.org/files/Articles/577780/fnins-14-577780-HTML/image_m/fnins-14-577780-g001.jpg,33117121,COVID-19,Brain,Missing,COVID-19,increases,Neuroinflammation,CBM,COVID-19 Neuroinflammation,covid 19 neuroinflammation,Systemic Cross-Organ Effects
image_30,https://www.frontiersin.org/files/Articles/577780/fnins-14-577780-HTML/image_m/fnins-14-577780-g001.jpg,33117121,COVID-19,Brain,Missing,SARS-CoV2 binding to ACE2,decreases,neural microglia communication,CBM,SARS-CoV2 binding to ACE2 neural microglia communication,sars cov2 binding to ace2 neural microglia communication,Immune and Inflammatory Response
image_30,https://www.frontiersin.org/files/Articles/577780/fnins-14-577780-HTML/image_m/fnins-14-577780-g001.jpg,33117121,COVID-19,Brain,Missing,hypoxia,decreases,neural microglia communication,CBM,hypoxia neural microglia communication,hypoxia neural microglia communication,Immune and Inflammatory Response
image_30,https://www.frontiersin.org/files/Articles/577780/fnins-14-577780-HTML/image_m/fnins-14-577780-g001.jpg,33117121,COVID-19,Brain,Missing,minocycline,increases,Neuroinflammation,CBM,minocycline Neuroinflammation,minocycline neuroinflammation,Neurodegenerative Mechanisms
image_30,https://www.frontiersin.org/files/Articles/577780/fnins-14-577780-HTML/image_m/fnins-14-577780-g001.jpg,33117121,COVID-19,Brain,Missing,minocycline,decreases,Viral Replication,CBM,minocycline Viral Replication,minocycline viral replication,Viral Entry and Neuroinvasion
image_31,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1186%2Fs13195-020-00744-w/MediaObjects/13195_2020_744_Fig1_HTML.png,33380345,COVID-19,Brain,Missing,COVID-19,increases,endotheliitis,CBM,COVID-19 endotheliitis,covid 19 endotheliitis,Systemic Cross-Organ Effects
image_31,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1186%2Fs13195-020-00744-w/MediaObjects/13195_2020_744_Fig1_HTML.png,33380345,COVID-19,Brain,Missing,COVID-19,increases,stasis,CBM,COVID-19 stasis,covid 19 stasis,Systemic Cross-Organ Effects
image_31,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1186%2Fs13195-020-00744-w/MediaObjects/13195_2020_744_Fig1_HTML.png,33380345,COVID-19,Brain,Missing,COVID-19,increases,disseminated intravascular coagulation,CBM,COVID-19 disseminated intravascular coagulation,covid 19 disseminated intravascular coagulation,Vascular Effects
image_31,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1186%2Fs13195-020-00744-w/MediaObjects/13195_2020_744_Fig1_HTML.png,33380345,COVID-19,Brain,Missing,COVID-19,increases,Capillary thrombosis,CBM,COVID-19 Capillary thrombosis,covid 19 capillary thrombosis,Immune and Inflammatory Response
image_31,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1186%2Fs13195-020-00744-w/MediaObjects/13195_2020_744_Fig1_HTML.png,33380345,COVID-19,Brain,Missing,COVID-19,increases,pericyte damage,CBM,COVID-19 pericyte damage,covid 19 pericyte damage,Immune and Inflammatory Response
image_31,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1186%2Fs13195-020-00744-w/MediaObjects/13195_2020_744_Fig1_HTML.png,33380345,COVID-19,Brain,Missing,COVID-19,decreases,Neurovascular Coupling,CBM,COVID-19 Neurovascular Coupling,covid 19 neurovascular coupling,Vascular Effects
image_31,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1186%2Fs13195-020-00744-w/MediaObjects/13195_2020_744_Fig1_HTML.png,33380345,COVID-19,Brain,Missing,COVID-19,decreases,maintenance of blood-brain barrier,CBM,COVID-19 maintenance of blood-brain barrier,covid 19 maintenance of blood brain barrier,Viral Entry and Neuroinvasion
image_31,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1186%2Fs13195-020-00744-w/MediaObjects/13195_2020_744_Fig1_HTML.png,33380345,COVID-19,Brain,Missing,COVID-19,increases,inflammation,CBM,COVID-19 inflammation,covid 19 inflammation,Systemic Cross-Organ Effects
image_31,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1186%2Fs13195-020-00744-w/MediaObjects/13195_2020_744_Fig1_HTML.png,33380345,COVID-19,Brain,Missing,COVID-19,increases,arteriolar thrombosis,CBM,COVID-19 arteriolar thrombosis,covid 19 arteriolar thrombosis,Systemic Cross-Organ Effects
image_31,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1186%2Fs13195-020-00744-w/MediaObjects/13195_2020_744_Fig1_HTML.png,33380345,COVID-19,Brain,Missing,COVID-19,increases,Atheroma of cerebral arteries,CBM,COVID-19 Atheroma of cerebral arteries,covid 19 atheroma of cerebral arteries,Systemic Cross-Organ Effects
image_31,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1186%2Fs13195-020-00744-w/MediaObjects/13195_2020_744_Fig1_HTML.png,33380345,COVID-19,Brain,Missing,COVID-19,increases,thrombosis,CBM,COVID-19 thrombosis,covid 19 thrombosis,Systemic Cross-Organ Effects
image_31,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1186%2Fs13195-020-00744-w/MediaObjects/13195_2020_744_Fig1_HTML.png,33380345,COVID-19,Brain,Missing,remdesivir,decreases,Virus Diseases,CBM,remdesivir Virus Diseases,remdesivir virus diseases,Systemic Cross-Organ Effects
image_31,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1186%2Fs13195-020-00744-w/MediaObjects/13195_2020_744_Fig1_HTML.png,33380345,COVID-19,Brain,Missing,remdesivir,decreases,Virus Replication,CBM,remdesivir Virus Replication,remdesivir virus replication,Systemic Cross-Organ Effects
image_31,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1186%2Fs13195-020-00744-w/MediaObjects/13195_2020_744_Fig1_HTML.png,33380345,COVID-19,Brain,Missing,Oxygen Inhalation Therapy,decreases,pneumonia,CBM,Oxygen Inhalation Therapy pneumonia,oxygen inhalation therapy pneumonia,Systemic Cross-Organ Effects
image_31,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1186%2Fs13195-020-00744-w/MediaObjects/13195_2020_744_Fig1_HTML.png,33380345,COVID-19,Brain,Missing,Oxygen Inhalation Therapy,decreases,adult respiratory distress syndrome,CBM,Oxygen Inhalation Therapy adult respiratory distress syndrome,oxygen inhalation therapy adult respiratory distress syndrome,Systemic Cross-Organ Effects
image_31,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1186%2Fs13195-020-00744-w/MediaObjects/13195_2020_744_Fig1_HTML.png,33380345,COVID-19,Brain,Missing,Oxygen Inhalation Therapy,decreases,hypoxia,CBM,Oxygen Inhalation Therapy hypoxia,oxygen inhalation therapy hypoxia,Systemic Cross-Organ Effects
image_31,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1186%2Fs13195-020-00744-w/MediaObjects/13195_2020_744_Fig1_HTML.png,33380345,COVID-19,Brain,Missing,"Respiration, Artificial",decreases,pneumonia,CBM,"Respiration, Artificial pneumonia","respiration, artificial pneumonia",Systemic Cross-Organ Effects
image_31,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1186%2Fs13195-020-00744-w/MediaObjects/13195_2020_744_Fig1_HTML.png,33380345,COVID-19,Brain,Missing,"Respiration, Artificial",decreases,adult respiratory distress syndrome,CBM,"Respiration, Artificial adult respiratory distress syndrome","respiration, artificial adult respiratory distress syndrome",Systemic Cross-Organ Effects
image_31,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1186%2Fs13195-020-00744-w/MediaObjects/13195_2020_744_Fig1_HTML.png,33380345,COVID-19,Brain,Missing,"Respiration, Artificial",decreases,hypoxia,CBM,"Respiration, Artificial hypoxia","respiration, artificial hypoxia",Systemic Cross-Organ Effects
image_31,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1186%2Fs13195-020-00744-w/MediaObjects/13195_2020_744_Fig1_HTML.png,33380345,COVID-19,Brain,Missing,IFNB1,decreases,pneumonia,CBM,IFNB1 pneumonia,ifnb1 pneumonia,Systemic Cross-Organ Effects
image_31,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1186%2Fs13195-020-00744-w/MediaObjects/13195_2020_744_Fig1_HTML.png,33380345,COVID-19,Brain,Missing,IFNB1,decreases,adult respiratory distress syndrome,CBM,IFNB1 adult respiratory distress syndrome,ifnb1 adult respiratory distress syndrome,Systemic Cross-Organ Effects
image_31,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1186%2Fs13195-020-00744-w/MediaObjects/13195_2020_744_Fig1_HTML.png,33380345,COVID-19,Brain,Missing,IFNB1,decreases,hypoxia,CBM,IFNB1 hypoxia,ifnb1 hypoxia,Systemic Cross-Organ Effects
image_31,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1186%2Fs13195-020-00744-w/MediaObjects/13195_2020_744_Fig1_HTML.png,33380345,COVID-19,Brain,Missing,heparin,decreases,Thrombophilia,CBM,heparin Thrombophilia,heparin thrombophilia,Viral Entry and Neuroinvasion
image_31,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1186%2Fs13195-020-00744-w/MediaObjects/13195_2020_744_Fig1_HTML.png,33380345,COVID-19,Brain,Missing,heparin,decreases,DIC,CBM,heparin DIC,heparin dic,Viral Entry and Neuroinvasion
image_31,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1186%2Fs13195-020-00744-w/MediaObjects/13195_2020_744_Fig1_HTML.png,33380345,COVID-19,Brain,Missing,heparin,decreases,thrombocytopenia,CBM,heparin thrombocytopenia,heparin thrombocytopenia,Immune and Inflammatory Response
